Chill rakh. Nahi to ‘mohan pyare’ nahi jaagega! | STD
Vo to bahut mushkil hai. Magar is se better ladki mil jayegi iski guarantee hai. | STD
Tum dila dena phir koi achchi waali. | STD
Achcha ek baat batao, main tumhein kaisi lagti hoon? | STD
Dekho, dekho mujhe. You like me? | STD
Kyon pooch rahi ho? | STD
Tell me no. | STD
Utho utho, darwaza kholo, jaldi | STD
Raid piti, raid piti. | EUP
Arey uth jao, bhaago, niklo yahan se. Jaldi darwaza kholo. | STD
Kaisi raid? | STD
Police ki raid aur kya Bhago bhago | STD
Kya ho raha hai? | STD
Bhaagna padega. | STD
Kyon? | STD
Police. | STD
To? | STD
Chalo. | STD
Sab log seedhe se neeche bhaago, main peeche ka gate khol doonga. Aur shh silent se. | STD
Arey, magar Suno to. Geet and Aditya run down the corridor with the others. | STD
Chakkar kya hai? Hum smugglers ki acting kyon kar rahe hain? | STD
Agli baar kuch suitcase type laana saath mein thoda samaan, police ko dikhaane ke liye, ki haan bhai gentry hai. | STD
Tch, mera saara samaan train mein jo chhoot gaya. | STD
Train waali pehli baar dekhi hai. Train mein hi coupe kyon nahin book kar lete? Hota hai na jismein only do log sote hain? | STD
Agli baar bataoonga. | STD
Bol kya raha hai ye? | STD
Shh | STD
Please babaji, ab to hadd paar ho chuki hai. Ab is raat mein aur koi excitement mat dena. Boring bana do ji ab is raat ko please. | DEL
Bus chhhe baje chalegi. Neend aa rahi hai? | STD
Nahin. Tumhein? | STD
Tum kyon pooch rahi thi? Ki main tumhein like karta hoon ya nahin? | STD
Arey haan, batao. Main kaisi lagti hoon. | STD
Magar kyon? | STD
Oh ho. Kyon ka koi javaab nahin hota, tum bus batao. Achchi lagti hoon? Phataak? Mast? Jaldi bolo Jaldi, jaldi. | DEL
Haan. | STD
Haan? | STD
Haan. | STD
Great. Tum mujhe like karte ho to meri sister ko bhi like karoge. Roop, meri cousin. Bilkul mere jaisi hai. Baat suno main bahut jaldi bhaagne waali hoon Anshuman ke saath. Tum aur Roop bhi saath mein bhaag lo. Tumhaari bhi problem same hai, dadaji maanenge nahin. Aur uske baad chaaron ikatthe rahenge pahadon mein bada mazaa aayega, what do you say? | DEL
Hum aisa kyon na karein, ki tum aur main bhaag jaate hain. Shaadi karte hain, aur rehte hain pahaadon par. Convenient option hai, dekho. Agar hum abhi Bhatinda nahin jaayen, to bhaag hi gaye na hum? | STD
Dekho. Agar tum Roop se shaadi karte ho, to main tumhaari saali banti hoon aadhi gharwaali. Aditya Aadhi ka kya karoonga? Mujhe poori chahiye. | STD
Mil rahi hai na Roop poori ki poori. Aur oopar se main aadhi. | STD
Bargain offer hai? | STD
Ek ke saath aadhi muft, muft, muft | STD
Tumse shaadi karta hoon tab bhi to offer valid hai. | STD
Main tumse apni behen ke rishte ki baat kar rahi hoon, tum mujhe line maar rahe ho? | STD
Main tumhein like karta hoon to us se shaadi kyon karoon? | STD
Bata to rahi hoon vo bilkul mere jaisi hai. | STD
Tum hamesha aise bakwaas karti ho ya aaj koi special occasion hai. | STD
Nahin main to hamesha bakwaas karti hoon. Tum? | STD
Meri first time hai. | STD
Bhatinda chal, milvaati hoon. | DEL
Tum to kamaal ho yaar. Maine apni life mein kisi ko itna achcha gaate huye nahin suna. Tumhien to singer hona chahiye. | STD
Sab kuch jo insaan chahta hai, vo milta kahan hai yaar? | STD
Kyon? Mujhe to lagta hai ki insaan jo kuch bhi real mein chahta hai na, actual mein, usko life mein vohi milta hai. | STD
Ek time tha jab main real mein chahta tha, actual mein. Music se bada passion nahin tha meri life mein. | STD
Life khatam ho chuki hai tumhari? Baat aise kar rahe ho jaise mar chuke ho. | STD
Mara to nahin hoon. Magar ab music vusic nahin ho sakta meri life mein. | STD
Kyon? Kyon nahin ho sakta? Aisi kya majboori hai, batao mujhe. | STD
O god. Okay yaar, okay. Mat batao. Magar phir se angry young man mat ban jao, okay? | DEL
Okay. | STD
Main hi baat shuroo karti hoon. | STD
Pani achcha hai na. | STD
Haan. | STD
Kabhi kisi ped se neher mein jump lagayee hai tumne? | STD
Geet, chalo ab neeche utarte hain. Come on. | STD
Try karna chahiye. Bahut mazaa aayega. Chalo. | STD
Geet, Geet. Main tumse poochna chahta tha. Kabhi psychiatrist ko consult kiya hai tumne? | STD
Oh shut up. | STD
Tumhein zaroorat hai. | STD
Bakwaas band karo and jump. | STD
Geet Listen, relax | STD
Socho, aisa kaam karne ka mauka shayad phir kabhi na mile. | STD
Arey karna hi nahin hai aisa kaam. Pagal jaisi baatein mat karo. | STD
Tumne bachpana try kiya na? Mazaa aaya na? Ab pagalpan try karo. | STD
Geet suno, Geet really man, Geet | STD
Idhar dekhna mat. | STD
Dharamraj Kashyap ka naam suna hai? | STD
The industrialist? Of course. Jo mar gaya last year. Kyon? | DEL
Main unka beta hoon. | STD
Tum Aditya Kashyap ho? | STD
You are the Kashyap? Vo tumhaari ma thi jo kisi ke saath bhaag gayee thi? | STD
Haan, meri maa thi. Jo bhaag gayee thi kisi ke saath. | STD
Vo yaar, news-views mein isi tarah ki language mein suna tha na. Vaise hi nikal gaya. I’m really sorry yaar. Really. | DEL
No Geet. Mujhe sunna padega. Tum kyon sorry bol rahi ho? Kisi ki ma agar itni cheap hai, itni giri hui harkat kar sakti hai to | STD
Mr Kashyap, aapko unke baare mein itni budtameezi se baat nahin karni chahiye. | STD
Kyon nahin karni chahiye, haan? Us aurat ne hamaari family ko destroy kar diya, zindagi bhar ke liye mujhe saari duniya ke aage sharminda kar diya, main kyon nahin budtameezi se baat karoon? | STD
Kyonki vo pyaar mein thi yaar. | DEL
Pyaar? Are you serious? | STD
Dekho, tumhaari mother hain, unke baare mein ye baatein samajhna mushkil hai, magar usne aisa kiya to zaroor us aadmi ke pyaar mein hogi. Aur jab koi pyaar mein hota hai to koi sahi-ghalat nahin hota. | STD
Kisne bataya tumhein ye sab? Kis ghatiya novel mein tumne ye lines padhi hain? | STD
Sab log kehte hain. All is fair is love. | STD
Jhoot kehte hain sab. It’s all bull-shit. Samjhi tum? | STD
Samajh gayee. | STD
Suno. Tum to bahut hi ameer nikle yaar. Please meri behen ke saath bhaag jao. | STD
Hum sabki life set ho jayegi. | STD
Hi Amrik. | STD
Aa gayee, aa gayee Geet aa gayee Tayee ji. | DEL
So? Kya plan hai? | STD
Dekhta hoon. | STD
Tum mere saath andar chalo. | STD
Nahin. Main chalta hoon. | STD
Kahan jaoge? | STD
Nahin, tum andar chalo. Main tumhein aise nahin jaane de sakti. Chalo. | STD
Geet, really. Main nahin aa sakta. Mera | STD
Dekho meri family aa gayee hai. Inke aage scene mat create karna. Tum kuch der yahan raho. Main tumse baat karna chahti hoon, uske baad tum chale jaana. | STD
Dekho to kaisi pagal hai | STD
Paeri-paena dadaji. | DEL
Munda kaun hai? | DEL
Ji mera friend hai dadaji. | DEL
Kis tarah ka friend hai? | DEL
Dadaji, vaisi koi baat nahin hai. | STD
Kaisi baat nahin hai? | STD
Matlab bus friend hai. | STD
To ghar kyon le aayi hai? | DEL
Vo to aisa hai dadaji ki main ise ghar nahin layee hoon. Ghar ye laaya hai mujhe. Meri na train chhoot gayee thi ek station par, raat ko. Agar ye nahin hota na Aap to jaante ho, akeli ladki khuli hui tijori hoti hai. Main ise jaanti bhi nahin thi, train mein hi mile the hum log, phir bhi ye mere saath hazaar kilometre tak aaya hai Bhatinda mujhe safely ghar pahunchaane ko. | STD
Aur to koi dosti nahin hai? Kyonki meri umar mein ek jhalak mein dikh jaata hai ki ladke-ladki ke beech kya chal raha hai. | DEL
Dadaji please. Aap mujhe sharminda kar rahe ho. | DEL
Sharminda? Agar sharam hoti tere andar to tu is tarah ke kapde pehenti? Ye kapde pehen kar ghar aayi hai to Bambai mein to nangi phirti hogi. | DEL
Naam kya hai? | STD
Ji Aditya. | STD
Aditya kya? | STD
Aditya Kumar. | STD
Paeri paena. | DEL
Hmmm Kaam kya karte ho? | STD
Ji main music ka kaam karta hoon. | STD
Hum tere karazdaar hain puttar. | DEL
Toone hamaari ladki ko hifazat se ghar pahuchaya. | HUM
Ab tujhe ek hafta hamaare saath rehna hai yahan. Taaki hum tera shukriya ada kar sakein. Tujhpar ooparwaale ki meher. | STD
Bas bas Ab iske baad mera pet phat jayega. | STD
Kya nonsense hai. Kabhi suna hai kisi ka pet phata ho? | STD
Infinite elastic ke hote hain pet. | STD
Bachao | STD
Arey, lassi nahin pilayee? Kamaal hai. | DEL
Haan, ye baat to sahi hai. Koi Punjab aaya hai aur lassi nahin mili. | DEL
Main laati hoon. | STD
Arey kya? Kya kar rahe ho bhai? | STD
Aapne hamaari behen ko bachaya hai. Hum itna nahin kar sakte aapke liye? | STD
Yaar ghalati ho gayee maine teri behen ko bachaya, maaf kar de, aage se kisi ki behen ke saath aisa nahin karoonga. | STD
Aap chalo main aapke liye kuch raat ke kapde laata hoon. | STD
Aa jao ji. | STD
O god Yaar Amrik main to mar jaoonga aise | STD
Arey kuch nahin hota | STD
Tu dekh guest room khula hai? | STD
Kya hua? | STD
Panga ho gaya yaar. | DEL
Kya? | STD
Maine bataya tha na yahan Anshuman ke baare mein koi nahin jaanta? Mummy mujhe baat karne ko le gaye aur | STD
Kya kar rahi hai? | STD
Achcha hua tu aa gayee. Aditya, ye meri behen hai Roop. Roop, ye Aditya hai. Tujhe iske saath bhaag ke shaadi karni hai. | STD
Geet, ek second soch liya kar bolne se pehle. Aur andar kya kar rahi thi tu? | STD
Oh ho possessive Abhi se jalan hone lagi? Ghabra mat, hum vo nahin kar rahe the. Ye jo hai na, one-woman-man hai. Faithful rahega tere saath. | DEL
Room khula hai. | STD
To le jao. Yahan kyon khada kar rakha hai? Jao. Aur suno. | STD
Tu udhar dekh, secret hai. | STD
Kal subah ekdum jaldi uthna. Ghar ke peeche ek ped hai, uske neeche milenge. | STD
Par kyon? | STD
Bye Good night. | STD
Vaari javaan Soniyon. Ajj tvaada rang-tang kinna kmaal da hai. | DEL
Hune tu vekhyai nai ae kuch. Agge agge tu dekh mere rang. | DEL
Hain. Ae te kmaal hai. Tu ta vadi changi punjaabi bolda ae. | DEL
Ae vi mera ik rang aae. | DEL
Tu kithhe sikkhi inni vadiya Punjabi bolni? | DEL
Meri mother Punjabi thi. | STD
Arey haan. To tum Punjaabi mein baat kyon nahin karte ho? | STD
Aise hi. | STD
Karni chahiye, pata hai. | STD
Yehi chit-chat karne ke liye tumne mujhe paanch baje uthaya hai? | STD
Arey nahin. Bada panga ho gaya hai. | DEL
Kya? | STD
Manjeet aa raha hai. | STD
Ab ye saala Manjeet kaun hai? | DEL
Manjeet Khosla. Kuch saal pehle vo log Patiale shift kar gaye the. Mere dadaji aur baaki logon ne Manjeet se meri shaadi fix kar dee hai aur vo log aaj aa rahe hain mujhe dekhne. | STD
Hold on. Tumse nahin poocha jayega? Aise hi shaadi ho jayegi? | STD
Actually, kahaani mein twist hai. | STD
Shuroo karo... | STD
Ye jo Khosla hain, hamaare bade puraane family friends hain. Manjeet aur main bachpan se saath rahe hain. Sab kehte the ki ye dono bade honge to inki shaadi kara denge. Mujhe bada mazaa aata tha ye soch kar ki meri shaadi hogi Manjeet ke saath. Ghar-ghar khelne mein main kabhi Roop ko Manjeet ki wife nahin banne deti thi. Aath saal ki umar mein Manjeet aur main haath pakad kar is ped ke neech khade hote the ke ji us khet ke pare hum apna ghar banaenge. Phir main badi ho gayee, aur is Manjeet episode ko as a joke lene lagi. Par kal mujhe pata chala ki mere parents to bade hue hi nahin. Vo serious hain. Sab serious hain. Aur meri band baj gayee. | DEL
To ab? | STD
Main to bhaag rahi hoon. | STD
Arey yaar tu chhootte hi bhaag jaane ki baat karti hai. Aisa sochna bhi mat. Bahut hi ghatiya cheez hai ye bhaag jaana. Hazaar tereh ke risk hote hain ismein, aur problems hoti hai. | DEL
Aur koi option nahin hai. | STD
Hazaar option hain. | STD
Jaise? | STD
Jaise Apne parents ko kya naam hai Anshuman ke baare mein bata do. | STD
Vo kabhi nahin maanenge. Ulta emotional blackmail se mujhe yahan phansa lenge. Bad option. | STD
Agar tum Anshuman ke liye apne parents to nahin mana sakti to bhool jao Anshuman ko. | STD
Shaadi hi mat karo, kisi se bhi. | STD
Manjeet se Roop ki shaadi karva do. | STD
Court mein saabit kar do ki Manjeet impotent hai. | STD
Vo impotent nahin hai. Next. | STD
Tumhein kaise pata? Ek minute. Manjeet impotent nahin hai, tumhein kaise pata? | STD
Vo to pata chal jaata hai. | DEL
Pata chal jaata hai? Kahin tumne uske saath? | STD
Tumne dekha kisi ke saath? | STD
Kisi ne bataya ki Manjeet? | STD
Manjeet ne khud bataya ki usne kisi ke saath? | STD
Ulloo, sab ke sab. Dekho kitna khush ho rahe hain. Inhein kya pata ki main to bhaagne waali hoon bahut tez. | STD
Sun, zyaada sat mat mujhse. Ye log ghalat samjhenge. | DEL
To? Mujhe kaun si yahan shaadi karni hai? | STD
Aur ye saare pehelwaan jo mujhe patak ke maarenge? | STD
Thoda bardaasht kar lena mere liye Jaaneman. | HUM
Kurta kurta chhod, kya kar rahi hai? | DEL
Ye idea achcha ho sakta hai is shaadi ko rokne ke liye. This is the right option. | STD
Tu mujhse door reh, samjhi? | STD
How are you ji? | DEL
Haan, Jaspreet ki shaadi ke baad. | STD
Haanji. Aur Bombay ke kya haal-chaal? | DEL
Aap sab bhi baat kar sakte ho ji. Koi punishment nahin hai. | DEL
Ji. | DEL
Bauji bula rahe hain. | STD
Haan bhai, suno. Inse mila doon. Ye Aditya hai. Sangeetkar hai. | STD
Sab ke naam to yaad nahin rahenge, ye Manjeet hai. | STD
Aaiye baithiye. | STD
Nahin, tum baitho yaar. | STD
Ye bahut hi achche singer hain. | STD
Achcha ji. | DEL
Is happy occasion mein inhein gaana nahin gaana chahiye? | DEL
Haanji zaroor, bilkul. | HUM
Nahin, ye mazaak kar rahi hai. | STD
Nahin nahin, serious hoon main. Hans rahi hoon kya, dekho | STD
Ladies and gentlemen. Bambai se aaya mera dost, Aditya, ek Geet pesh karne waale hai. | STD
Arey chachaji please | STD
To please zara shaanti, silence | STD
Arey dekhiye | STD
Everyone settle down ji. | DEL
Puttar, ab to tu gaa hi de. Hum bhi dekhen Bambai waalon mein kitna dum hai. sakte hain. | DEL
Ji | DEL
Okay, silence. | STD
Baith jao ji, baith jao. Aaraam se. | DEL
Haanji. | DEL
Aap log aise kyon dekh rahe ho, main nervous ho jaoonga. | STD
Haan bhai, sab idhar udhar dekho, idhar udhar. | STD
Main shuroo karta hoon. Aap log bhi join karna. | STD
O koi nahin, join karenge hum to Punjabi hain humein to mauka chahiye | DEL
Haanji, chalo, start. | DEL
Apna main kaam to spare parts ka hai, magar abhi tayaji ko tender mila hai. To hum log ek nayee foundry daal rahe hain, metal strip ki. | DEL
Achcha Hmm. | STD
Ek minute, haan? | STD
Tu yahan hai? Papa bula rahe hain. | STD
Oh ho | STD
Ab kya karne waali hai? | STD
Vo aa raha hai? | STD
Kaun? | STD
Manjeet | STD
Haan. | STD
Idhar dekh raha hai? | STD
Haan. Peeche hat. | STD
Dekha usne? | STD
Ye sab natak chal raha hai. | STD
Suno Manjeet. Jo tum samajh rahe ho vaisa bilkul nahin hai. Ye jaan ke aisa kar rahi thi. Poocho is se. | STD
Haan haan, ye theek bol raha hai Manjeet. Aa Hamaare beech mein kuch bhi aisa-vaisa nahin hai kasam se hum to sirf by-the-way friends hain. | STD
Batao ise Aditya. Bombay mein bhi to kuch nahin hua tha hamaare beech. Nothing. Tell him. | STD
Papa to bol rahe hain nahin bulaya mujhe. | STD
Jhoot bolte hain. Aa main poochti hoon. | STD
Listen, brother. Tumhein ghalatfehmi hui hai. | HUM
Chal bhai  Samsher  Shaabash | DEL
Bhai chheti kar le thodi | DEL
Bola tha Samsher chutiye ko mat laana  And shand phenkta hai | DEL
Ae taa gaand faad maamla ho gaya | DEL
Er woh  work in progress chaal rya hai | DEL
Ek aadh din hor | DEL
taa teen maheeniyan tohn sun rya | DEL
haan paahji  Do vaari release date push ho chuki hai | DEL
Do vaari hoarding laag chuke ne | DEL
We are sorry  Paahji  We   ll have to call this deal off | DEL
Tommy yaar | DEL
Ho gayi dealein off Hun fad lo tattey | DEL
Nahi Tommy veerey  aeda na bol | DEL
Not working out  Pancho  what am Your girlfriend | DEL
Bhenchod  tu Tommy nu fire karenga | DEL
Line lag jaani hai kal jadon market vich news aayegi | DEL
Sver di tatti tohn pehlaan agla contract sign hoga | DEL
Bhushan kad da peechhe peya hai | DEL
tenu pata vi hai gaandu | DEL
Janamdin diya lakh lakh vadhaaiyaan | DEL
Tenu pata hai  Mexico vich aise aise shaher ne jitthe pulce paiyr nahi rakh sakdi | DEL
Poora kanoon gaandu druglords da | DEL
Paahji dont mind  Par itthe pulce ne kede jhande gaadte | DEL
Haan rok pen de yaar nu | DEL
Meher baabe di Rani doabe di | DEL
Paper kitthe ne tere | DEL
Tenu pata nhi election da time hai  Bina paper ghoomda hai laudu | DEL
Ae vekho paahji packaging | DEL
Branding shanding hon lagi hai | DEL
Hor pehlaan taa tempo aaunde si  hun truck de truck aa rhe ne  lad lad ke | DEL
Baby  aenu hi taa tarakki kehende | DEL
ne  Green Revolution Part Two | DEL
Par paahji  saadi tarakki da ki | DEL
Naake da rate taa o hi hai Dus hajaar | DEL
Paahji  mainu lagda hai inna ne Punjab Pulce nu take for granted le leya ae | DEL
Law and order tohn koi darda hi nhi | DEL
Aes trah taa ae vi Mexico ban jaana hai | DEL
Pancho Mexico banaayega Hain | DEL
Das de apne maalak nu  Rate vadhaao | DEL
nahi taa kal tohn red light red light no green light | DEL
Chal paj ja koosya | DEL
Jee janaab durust    jee | DEL
Chal veerey  Tainu law and order di pahonch vikhaana | DEL
Baby baith Bolero mein tera happy birthday banaayenge | STD
Cocaine seize karo saari di saari | DEL
Tommy nu fad oye | DEL
Pencho music bandh karwao | DEL
Paahji ki ho gaya | DEL
Aao tussi aapaan gal karne ha | DEL
Naa Sirji  aaj koi gal shal nhi honi | DEL
Ut tohn order aaya hai | DEL
Tommy nu pehj do saade naal  nahi taa main saareya nu andar kaar dena hai | DEL
Tommy taa shaami London chala gaya | DEL
Who is The Gabru | DEL
Main suneya nahi | DEL
roti nhi khaadi | DEL
Tommy gaya nahi abhi tak | STD
Tommy taan aetthe hi hai par ae cocaine shocaine taan chhad di oney | DEL
Balli nu coaching le jaayin | DEL
Sut ta paya hai | DEL
Ghar vich aenkaa laa ke ghoomda hai | DEL
Balli  Balli  Uth oye Coaching nhi jaana | DEL
Chal tyaar ho | DEL
Hor ae fuddu da poster hataa | DEL
tight beh  kaaka | DEL
Dhyaan kitthe hai tera | DEL
Kedi duniya vich rehenda hai | DEL
Hor beeji das ri si ghar vich aenkaa laa ke ghoomda hai Hain | DEL
Kudi shudi da chakkar tey nhi paa leya | DEL
Paihe chahide | DEL
Je su su dee gaya tey chaped peni hain | DEL
Aaj do de bey | DEL
Daaktar ko dikhaana hai | EUP
Pet dukh raha hai | STD
Baarah baje tak naa aayi toh full day katega | STD
Wo waala saabun | STD
Wo laal waala | STD
Wo pehle toh ekdum bheed laga rehta tha chai dukaan pe | EUP
Ab chai kaun peeta hai | STD
Pade honge khandaron mein nashedi bhenchod | STD
Pose vekhya si Tommy da | DEL
Ae pencho | DEL
Isi ke bhai ne pakda hai Tommy ko | STD
Laudu master | DEL
Bura maan gayi meri jaan | STD
Kaun hai bhenchod | STD
Maal maal chahiye tumko | STD
Kya hai tere paas | STD
Haan wahi Heroin | STD
Paise nahi hain mere paas | STD
Unse poochh | STD
Tum poochho | STD
Kamisan le lena | EUP
Kitne mein bechegi | STD
Kitna doge | STD
Teen hazaar | STD
Kitni hai | STD
Paanch | STD
Kal aa Baat kar ke rakhta hoon | STD
Poore paanch gram hai na | STD
Paanch kilo | STD
Kaun hai | STD
main haan | DEL
Aa rya haan | DEL
Bakwaas na kar | DEL
Itna maal | STD
Chahiye toh bolo | STD
Time mat khoti karo | BOM
Sun Yehaan koi nahi khareedega | STD
Ambarsar mein ek party hai | DEL
Uska chhota bhai school mein padhta tha | STD
Number do uska | STD
Dus taka | STD
Thulle da bhai | DEL
Ruk jaa thoda Ghanta vi nhi hoya | DEL
Kyun roadie ban rya hai | DEL
jaa oye lun | DEL
Kanjaraon  ae coaching hai twaadi | DEL
Doctor saab bach jaayega na | DEL
Visiting doctor aa rahe hain | STD
Main intern hoon | STD
Toh bulaao keda doctor hai | DEL
Nahi Circuit House se shuru karenge | STD
fir  Office ke saamne dharna | STD
Traffic police ko inform karo | STD
Aur is baar naye banner | STD
Side pe toh lita dete | STD
Kitni baar bataaya hai | STD
Nalaxone Hydrochloride ka injection banaao | STD
Madam theek toh ho jaayega na | STD
Baahar baitho aap Chalo | STD
Madamji Thank you | STD
Liya kya hai isne | STD
Abhi kehna mushkil hai | STD
Par itna bata sakti hoon ki kaafi time se le raha hai | STD
Dosage bhi high hai | STD
Nahi Madamji Wo laundon ne pakad ke karwa di hogi aaj | STD
Balli aisa ladka nahi | STD
Haath dekha hai uska | STD
Nasein kaali pad gayi hain suiyaan ghusa ghusa ke | STD
Saade mundey taa theek hain | DEL
horaan de kharaab hain | DEL
Koi idea hi nahi tha | STD
Madamji Main kya poochh raha tha ki | STD
Chhod toh dega na woh | STD
Us pe hai | STD
Aur aas paas ke maahaul pe | STD
Family yaar dost | STD
Itni high dependence pe banda sahi bura sochne ki capacity kho deta hai | STD
Chhota hai mera | STD
Baapu mere ute chadh ke gaya si | DEL
Discharge ke baad use mere clinic pe le aana | STD
Koshish karenge ki chhoot jaaye | STD
Maal khareedna hai | STD
Paanch kilo heroin | STD
Dobara phone nahi karenge | EUP
Rate bol | STD
Teen hajaar | DEL
Address likh | STD
hello Sun oye | DEL
Meri Brar saab naal gal karwa de | DEL
Main oudi kudi Manpreet dey vyah vich perform kitta si | DEL
sun le yaar | STD
paani taa de de | DEL
Hai koi | STD
Kee hoya Kaar jaana hai | DEL
Jaa na | STD
Arey bail wail taa hodi rahegi | DEL
Tussi taa celebrity ho | DEL
Kartarey jeep kad Saab nu kaar chhadna hai | DEL
Pehlaan banda ban ja | DEL
fer bani Fuddu saala | DEL
Ambarsar ud da | DEL
Jallandhar ud da | DEL
Ud da Ludhiana Moga | DEL
Tu vi ud le Gabru mere | DEL
Ki soche hun ki hoga | DEL
Baapu ud da Launda ud da | DEL
Ud dey chaache maame | DEL
Rustam ud dey Daarey ud dey | DEL
Ud dey pehelwan Gaamey | DEL
Asi aathvin vich seege paahji | DEL
Jadon twaada gaana aaya si | DEL
Tadon da bas twaade varga banna si | DEL
The Gabru | DEL
Pehli baar jab sui andar utari thi | STD
aapki jaan kasam | STD
aap hi ki fotu aayi thi saamne | DEL
Maayi hove maa nu maarta | DEL
te hun gaane gaa rahe ne | DEL
Paise nahi de rahi thi | STD
Talab lagi thi | HUM
Ae le pra Jackie Chan | DEL
Sat sri akal Parjaayi | DEL
Sat sri akal veerey | DEL
Lassi lussi peeni hai | DEL
Biharan hai | DEL
Karnail Singh de khetan vich kaam kardi hai | DEL
Poori planning kitti honi hai haraamjaadi ne | DEL
Taa hi main sochaan ki pancho | DEL
delivery gayi taa gayi kitthe | DEL
Taa fer tu kis gal da bhaandi | DEL
Tera peo kaam karda si meri leyin | DEL
Os tohn pehlaan ouda peo mere peo leyin | DEL
Kadi koi bhasudi payi | DEL
Sun  Maari na | DEL
Family relation hai | STD
Aeda ki karna hai | DEL
Aetthe tey koi relation nahi | DEL
Phenkna hi tha toh churaaya kyun | STD
Bhenchod gashti | DEL
Tu tension na leyi | DEL
Main sab theek kar dyaanga | DEL
Veerey Veerey khol de veerey | DEL
Bas ek vaari len de | DEL
Bhenchodaan kee karaan main tera | DEL
Svere jaanda haan raati aanda haan | DEL
mainu ki pata ki chal rya hai | DEL
tussi taa khyaal rakh sakde si | DEL
Nasha kalla banda karda hai  par ouda effect poori family te honda hai | DEL
Shuru vich taa banda shauq shauq vich karda hai | DEL
par os toh baad drugs hi oudi life da maqsad ban jaandi hai | DEL
Yaar dost kaam kaaj family saare parey | DEL
Bandey vich jo vi khoobsurati hai | DEL
oudi life vich jo vi soni cheez hai | DEL
nasha saara kuchh khatam kar denda hai | DEL
Ae main suni sunaayi gal nahi kar rhi | DEL
aap vekhya hai | DEL
Main ghar jaana hai | STD
Maa main ghar jaana hai | STD
Thank you Madamji  Ab aap hi theek karo ise | STD
Shyam in ko ward mein le jaao | STD
Jaa bachche vekh le aena vi maada nahi saada clinic | DEL
Aage se yehaan na apni is vardi mein mat aana | DEL
Kya bol rahe the aap us din | STD
Ki koi idea hi nahi tha bhai ke saath kya ho raha hai | STD
Jashanpura mein jo ho raha hai uska idea hai | STD
Amritsar ka Tarn Taran ka Punjab ka  Hai idea aapko | STD
ho na aap Kaun sa department | STD
Kya ho gaya Madam Aap aise kyun baat kar rahe ho | STD
Kitna bhatta milta hai ko idea na hone ka | STD
Hafte ka dus hazaar na | STD
Toh yehaan kyun le ke aaye ho | STD
Dilli le jaate kisi private waale clinic mein | DEL
Baat kya hai Madam Chadhe hi jaa rahe ho aap toh | DEL
Main kuchh bol nahi raha matlab | STD
Kya bologe | STD
Poori nasal kharaab kar di toh theek tha | HUM
bhai pe baat aayi | STD
toh fat gayi na | DEL
Yeh leta hai aapka bhai | STD
Pheniramine aur buprenorphine ka combination | STD
Kahin toh dikhi hogi ye botal | STD
ya iske baare mein bhi koi idea nahi | STD
Do alag alag drugs hain jo sirf prescription pe bikni chahiye | STD
Par aap logon ki meherbaani hai ki | HUM
banaane waale ye cocktail bana bhi rahe hain aur bechne wale khule aam bech bhi rahe hain | HUM
Chaand naam se har chemist shop mein bikti hai | STD
pachaas rupaye mein | STD
Aapke bhai ke jaan ki keemat | STD
Jaan de baby jaan de | DEL
truck jaange taa hi teri tarakki honi hai | DEL
Nahi taa naake hi sambhaalde reh jaayenga poori jindagi | DEL
Leni hai aedi | DEL
Sartaj Kee kar rya hai chhadh | DEL
oye Kee hoya kee | DEL
Damaag bund vich hai tera | DEL
Pehelwan di gaddi hai penchodaa | DEL
Nopi ley jaa aenu patti putti kara de | DEL
Chal Bihari  shaabaash  koi na | DEL
Haan bhai Joginder gaddi Pehelwan de godown ley jaa | DEL
Kee hoya kee tainu | DEL
Damaag control vich rakhya kar | DEL
Ik system honda hai | DEL
Saare oude hisaab naal chalde ne | DEL
Driver nu kut ta | DEL
koi nahi Gaddi te maal nu haath nahi lounde | DEL
Pehelwan hai par naake da rate denda hai | DEL
Denda hai ki nahi | DEL
Aeda matlab ae nahi ki o fuddu hai | DEL
Ik mint vich suspend kara dega | DEL
Paahji  main kaar jaana hai | DEL
Haan tu jaa Balli da take care karin | DEL
Koi problem hoye taa whatsup kar deyi | DEL
Master aaunda nahi si | DEL
Vele baithe kee karde | DEL
Baaki munde vi lende si | DEL
Main keya main vi try kaar laan | DEL
Kinne saal ho gaye | DEL
Ik | DEL
Do | DEL
Tu mainu do maheene de de bachche | DEL
Vekh jhooth nahi kahaangi | DEL
Mushkil te honi hai | DEL
Laatein tootengi pet dukhega sir fatega | DEL
Par main aetthe haan | DEL
Chaubees ghante | STD
Tainu kujj ni hona | DEL
Ghar vich saare tainu inna pyaar karde ne | DEL
Karde ne ki nahi | DEL
Maa hai | STD
pra hai | DEL
Pra maarda hai | DEL
Aa jaao bhai chaa chu pee lo | DEL
Aise kyun kar rahi ho | STD
Tum toh jaanti ho Sonu loves you | STD
And only you Jaanti ho na | STD
Dekho  Veerji ke saamne jo bhi karna padta hai woh toh formality hai | STD
Ek baar main Roadies ban jaaunga na | STD
Bombay chale jaayenge | STD
Kuchh bhi chahiye toh bolo | STD
Bigad gayi ho hamaare saath | STD
Photo vich better lag ri si | DEL
Munh vich paavanga taa kategi tey nahi | DEL
Naa paahji Trained ho gayi hai | DEL
